bid,sum
5196764,"""El Juego del Ángel"" is a gripping tale of secrets and tragedy set in Barcelona."
6369113,Lips Touch: Three Times explores power of kisses in three fantasy stories.
9415957,"""I'll Be There"" is a story of love, resilience, and second chances."
225596,"""Jordan"" explores life and career of basketball legend Michael Jordan."
2452383,The Chimes is about goblins and bells that signal the transition from one year to another.
6460814,"""Ransom"" is a high-stakes thriller about a father's race against time to rescue his kidnapped daughter."
8146,The Stories of Vladimir Nabokov is a collection of captivating tales by the renowned author.
54492,The Prisoner of Zenda is an adventure novel by Anthony Hope.
64710,The First and Last Freedom explores the significance of freedom in human existence.
140337,"""They Came to Baghdad"" is a thrilling novel set in vibrant Baghdad, following a young woman's involvement in a high-stakes conspiracy."
21837,"""The Fraternity of The Stone"" follows two brothers on a dangerous quest to uncover the secrets of a powerful secret society."
46461,A Small Town in Germany is about political and social tensions in a German town.
1172549,"Foreign Fruit delves into love, betrayal, and identity."
24611681,"""At the Edge of the Orchard"" is about a family's journey in 19th century America."
3224911,The Tsarina's Daughter is about the Russian Tsarina's daughter.
83346,Through the Looking-Glass is a children's novel by Lewis Carroll.
16136599,"Redeemed follows characters seeking transformation, redemption, and a fresh start."
630104,Inner Circle explores the secretive world of a powerful group and their hidden agendas.
17333,A Year with C. S. Lewis provides daily insights from his classic works for a year.
79909,In Patagonia is a captivating travel memoir exploring the captivating landscapes of Patagonia.
455941,"""The Persuader"" explores the power of manipulation and its consequences."
18760748,"When You're Ready explores love, loss, and resilience."
6695173,X-Force/Cable: Messiah War is a thrilling comic book crossover.
58832,Bartleby y compañía is a novel by Enrique Vila-Matas.
41699,Polar Shift is about a catastrophic event causing global destruction.
332138,After Virtue is a comprehensive exploration of moral theory.
106158,Bone is an exciting adventure in a mystical world.
17086102,Bobcat and Other Stories portrays diverse human experiences and emotions through vivid characters and narratives.
185117,Crystal Rain is a thrilling sci-fi adventure.
659622,Garden of Shadows is a captivating novel.
13436373,Drama explores human nature through captivating narratives.
1255781,Have a Little Faith investigates faith's transformative potential.
6757426,Servant of the Underworld explores the mythical underworld.
12046044,What the Nanny Saw is a revealing account of secrets and scandals in a wealthy family.
166562,Between a Rock and a Hard Place is a memoir about a man's fight for survival in a remote canyon.
23754479,"Purity is a novel exploring identity, family, and secrets in the digital age."
154123,The Eagle in the Sand is part of a thrilling series called Eagle.
20926814,The Girl Next Door reveals the enigmatic neighbor and the captivating events that occur when the protagonist forms a connection with her.
23014593,Little black lies explores dark secrets in a community.
49256,The Cynic's Word Book is a satirical collection of definitions.
125662,Say Cheese and Die! is about a cursed camera that brings grave consequences to those who dare to use it.
17164393,"""One by One"" is about a group of colleagues trapped in an isolated chalet, where they must uncover a killer's identity before it's too late."
128116,"""Dharma Punx"" is a gripping memoir exploring addiction, rebellion, and spiritual awakening."
363391,The Unknown is a gripping mystery novel uncovering baffling occurrences.
52880,"The Curse of Lono is about Hunter S. Thompson's chaotic adventure in Hawaii, showcasing his eccentric writing style."
7926,All-of-a-Kind Family is about a Jewish family in early 20th century NYC.
71456,"""Antechrista"" is a fictional book."
2528,"""Todos os Nomes"" is a book with an unknown content."
397456,"""Dawn"" explores survival, hope, and resilience."
2054761,The Snowball is about Warren Buffett's life and business.
465226,"Rodstrupe is a captivating exploration of community dynamics, touching on power, loyalty, and redemption."
8562565,Dark Descendant is the start of the Descendants series.
24013720,"""Feng noGe woTing ke"" is a 1973 novel."
80176,"Winesburg, Ohio is about interconnected stories in a small town."
11560,Baal is about a troubled writer's self-destructive journey of excess and despair.
24885533,"""The Paper Menagerie and Other Stories"" is a diverse anthology of captivating short stories that explore family, identity, and the power of storytelling."
12158480,Why Nations Fail explores factors driving nations' success or failure through analyzing their political and economic institutions.
538838,Whales on Stilts is a thrilling tale by M.T. Anderson.
22535463,The Keepers is about a captivating novel.
2319745,"Slavery by Another Name uncovers post-Civil War forced labor, exposing the ongoing enslavement of Black Americans until World War II."
68380,Dragonlance Chronicles is an epic fantasy series where heroes uncover the truth behind dragon attacks and strive to save their world.
16315,Crooked House is a mysterious family drama with secrets and lies.
16130758,"Shadow Study explores a young protagonist's journey through a treacherous world, unveiling secrets and confronting enemies."
4004,O Diario de um Mago is about a character's spiritual and self-discovery journey.
106,"""Dune Messiah"" follows Paul Atreides as he deals with the repercussions of his actions and seeks to maintain his power and influence in the empire he has built."
67762,Salome is a tragedy by Oscar Wilde.
18829574,Asketike: Salvatores Dei examines asceticism's role in human salvation.
147844,"First Rider's Call is about Eragon and Saphira's journey as Dragon Riders, facing challenges and fulfilling their destinies."
18138189,Tower Lord explores epic fantasy.
1029082,De donkere kamer van Damocles is about a man's struggle for truth and identity in a spy network during World War II.
42933,"""Tai-Pan"" is about the rise of an ambitious Englishman in 19th century Hong Kong, exploring themes of trade, power, and colonialism."
183645,Voyage of the Beagle is about Charles Darwin's influential journey aboard the HMS Beagle and his observations that shaped the theory of evolution.
25624089,Killing Reagan is about the assassination attempt on President Ronald Reagan and the challenges he faced during his presidency.
130260,Birdman is a gripping thriller about a detective hunting down a serial killer while confronting his own past.
29776,The Dying Animal is a novel.
2407022,Marsbound is about exploring and colonizing Mars.
6366110,Alcatraz Versus the Knights of Crystallia is an exciting adventure.
7740659,Alcatraz Versus the Shattered Lens is about a book.
43459,"""Ice"" is a thrilling journey into a frozen wilderness."
1040935,The Night Before Christmas captures the excitement of Christmas Eve.
338069,Elizabeth I: Red Rose of the House of Tudor is a historical biography of England's prominent monarch.
8131227,One of Our Thursdays is Missing is a thrilling mystery filled with surreal twists.
220968,One Shot is a thrilling crime novel filled with suspense and intrigue as a former military sniper investigates to clear his name and uncover the truth.
17375,The Meaning of It All explores science and society.
227865,The Eternity Code is a thrilling adventure of high-tech heists and alliances.
